Department,Department_Division,PCN,Position_Title,FLSA_Code,Initial_Hire_Date,Date_in_Title,Salary,OBJECTID
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.002882.2     ,Landscape Supervisor,,16-Aug-99,26-Mar-20,68257.02,291561
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.002996.2     ,Groundskeeper I,,10-Sep-20,10-Sep-20,34034.26,291562
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.006372.1     ,Groundskeeper I,,28-Feb-19,28-Feb-19,34034.26,291563
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.000734.1     ,Groundskeeper I,,4-Jan-24,4-Jan-24,31785.78,291564
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.007484,Groundskeeper I,,4-Jun-15,27-Apr-17,34034.26,291565
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.003340.2     ,Groundskeeper I,,1-Sep-10,1-Sep-10,35158.24,291566
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.004514.1     ,Groundskeeper I,,5-May-22,5-May-22,34034.26,291567
PAR ,PAR 048 Landscape Special Zones Management - TIP Resort Area,B.000392.1     ,Groundskeeper II,,22-Jul-16,5-Dec-19,37522.68,291568
PAR ,PAR 049 School Landscaping,B.004919,Groundskeeper I,,2-Nov-23,2-Nov-23,31785.78,291569
PAR ,PAR 049 School Landscaping,B.004956,Traffic Signs and Markings Aide,,22-Jun-15,21-Dec-17,36916.36,291570
PAR ,PAR 049 School Landscaping,B.004922,Traffic Signs and Markings Mechanic I,,1-Jul-93,14-Sep-17,60655.66,291571
PAR ,PAR 049 School Landscaping,B.004957,Landscape Supervisor,,16-Apr-97,7-Apr-15,66425.84,291572
PAR ,PAR 049 School Landscaping,B.004914,Grounds Crew Leader,,22-Oct-16,18-Jul-19,50611.6,291573
PAR ,PAR 049 School Landscaping,B.004941,Grounds Crew Leader,,1-Aug-03,16-Jun-10,52046.28,291574
PAR ,PAR 049 School Landscaping,B.004945,Groundskeeper II,,21-Jul-22,30-Nov-23,37522.68,291575
PAR ,PAR 049 School Landscaping,B.004920,Groundskeeper I,,1-Sep-12,22-Jun-15,34034.26,291576
PAR ,PAR 049 School Landscaping,B.004935,Grounds Crew Leader,,10-Oct-19,13-Jul-23,39132.6,291577
PAR ,PAR 049 School Landscaping,B.004946,Groundskeeper I,,16-Nov-23,16-Nov-23,31785.78,291578
PAR ,PAR 049 School Landscaping,B.004951,Motor Equipment Operator III,,6-Dec-18,26-Jan-23,49310.04,291579
PAR ,PAR 049 School Landscaping,B.004915,Groundskeeper I,,14-Dec-20,4-Nov-21,34034.26,291580
PAR ,PAR 049 School Landscaping,B.004939,Grounds Crew Leader,,16-Jul-20,6-Oct-22,46306.78,291581
PAR ,PAR 049 School Landscaping,B.004944,Groundskeeper II,,16-Mar-23,28-Mar-24,37522.68,291582
PAR ,PAR 049 School Landscaping,B.004931,Groundskeeper I,,10-Mar-22,10-Mar-22,34034.26,291583
PAR ,PAR 049 School Landscaping,B.004960,Groundskeeper I,,7-Apr-22,7-Apr-22,34034.26,291584
PAR ,PAR 049 School Landscaping,B.005832,Storekeeper II,,10-May-18,19-Oct-23,39398.84,291585
PAR ,PAR 049 School Landscaping,B.004925,Groundskeeper II,,22-May-04,18-Nov-21,42480.62,291586
PAR ,PAR 049 School Landscaping,B.004933,Groundskeeper I,,4-Jan-24,4-Jan-24,31785.78,291587
PAR ,PAR 049 School Landscaping,B.004929,Groundskeeper II,,26-Sep-19,20-Apr-23,37522.68,291588
PAR ,PAR 049 School Landscaping,B.004943,Groundskeeper I,,16-Nov-23,16-Nov-23,31785.78,291589
PAR ,PAR 049 School Landscaping,B.005673,Groundskeeper II,,8-Jun-23,21-Sep-23,36283.26,291590
PAR ,PAR 049 School Landscaping,B.004950,Superintendent of Grounds Services,,22-May-15,28-Mar-19,89602.5,291591
PAR ,PAR 049 School Landscaping,B.005131,Motor Equipment Operator III,,19-Jan-17,25-Apr-24,58030.44,291592
PAR ,PAR 049 School Landscaping,B.001710,Office Assistant II,,19-Oct-23,19-Oct-23,33804.16,291593
PAR ,PAR 049 School Landscaping,B.006378,Motor Equipment Operator I,,4-Jan-24,4-Jan-24,37269.18,291594
PAR ,PAR 049 School Landscaping,B.007488,Groundskeeper I,,1-Jul-21,1-Jul-21,34034.26,291595
PAR ,PAR 049 School Landscaping,B.004953,Groundskeeper I,,15-Sep-22,15-Sep-22,34034.26,291596
PAR ,PAR 049 School Landscaping,B.004954,Landscape Supervisor,,1-Nov-09,11-Apr-19,64594.66,291597
PAR ,PAR 049 School Landscaping,B.005674,Grounds Crew Leader,,28-Feb-19,5-Oct-23,42002.22,291598
PAR ,PAR 049 School Landscaping,B.004964,Groundskeeper I,,16-Mar-23,16-Mar-23,34034.26,291599
PAR ,PAR 049 School Landscaping,B.004917,Groundskeeper I,,1-Jun-23,1-Jun-23,32910.02,291600
PAR ,PAR 049 School Landscaping,B.004965,Grounds Crew Leader,,27-Sep-18,7-Oct-21,50611.6,291601
PAR ,PAR 049 School Landscaping,B.004940,Mechanic Technician II,,26-Aug-21,14-Jul-22,49310.04,291602
PAR ,PAR 049 School Landscaping,B.004937,Groundskeeper I,,2-Feb-17,2-Feb-17,34034.26,291603
PAR ,PAR 049 School Landscaping,B.004937,Groundskeeper I,,2-Feb-17,2-Feb-17,34034.26,291604
PAR ,PAR 049 School Landscaping,B.004918,Groundskeeper I,,1-Sep-22,1-Sep-22,34034.26,291605
PAR ,PAR 049 School Landscaping,B.004926,Groundskeeper II,,28-Apr-22,20-Oct-22,37522.68,291606
PAR ,PAR 049 School Landscaping,B.005611.1     ,Groundskeeper I,,18-Jul-15,7-Oct-21,34034.26,291607
PAR ,PAR 049 School Landscaping,B.006375,Groundskeeper I,,27-May-21,7-Sep-23,32910.02,291608
PAR ,PAR 049 School Landscaping,B.005672,Groundskeeper II,,22-Nov-15,5-Dec-19,37522.68,291609
PAR ,PAR 049 School Landscaping,B.006376,Groundskeeper I,,11-Apr-24,11-Apr-24,31785.78,291610
PAR ,PAR 049 School Landscaping,B.000811.2     ,Groundskeeper II,,11-May-23,21-Sep-23,36283.26,291611
PAR ,PAR 049 School Landscaping,B.004921,Groundskeeper I,,6-Jul-23,6-Jul-23,31785.78,291612
PAR ,PAR 049 School Landscaping,B.007485,Groundskeeper I,,5-May-22,5-May-22,34034.26,291613
PAR ,PAR 049 School Landscaping,B.004958,Grounds Crew Leader,,21-Jul-22,21-Dec-23,42002.22,291614
PAR ,PAR 049 School Landscaping,B.004927,Grounds Crew Leader,,31-Aug-23,7-Mar-24,39132.6,291615
PAR ,PAR 049 School Landscaping,B.004947,Groundskeeper II,,7-May-16,1-Mar-18,37522.68,291616
PAR ,PAR 049 School Landscaping,B.004924,Groundskeeper II,,28-Jul-22,30-Nov-23,37522.68,291617
PAR ,PAR 049 School Landscaping,B.004963,Mechanic Technician I,,1-May-06,25-Apr-19,51635.48,291618
PAR ,PAR 049 School Landscaping,B.005671,Groundskeeper I,,6-Jun-24,6-Jun-24,31785.78,291619
PAR ,PAR 049 School Landscaping,B.006381,Grounds Crew Leader,,1-Jul-93,30-Jul-20,60655.66,291620
PAR ,PAR 049 School Landscaping,B.007149,Motor Equipment Operator I,,17-Feb-22,15-Dec-22,41368.6,291621
PAR ,PAR 049 School Landscaping,B.004934,Motor Equipment Operator II,,1-May-05,18-Nov-21,50128.78,291622
PAR ,PAR 049 School Landscaping,B.004962,Grounds Crew Leader,,7-May-16,20-Jul-17,52046.28,291623
PAR ,PAR 049 School Landscaping,B.005130,Motor Equipment Operator II,,27-Feb-20,16-Nov-23,53141.92,291624
PAR ,PAR 049 School Landscaping,B.004928,Groundskeeper I,,18-May-23,18-May-23,32910.02,291625
PAR ,PAR 049 School Landscaping,B.004961,Grounds Crew Leader,,6-Dec-18,8-Oct-20,50611.6,291626
PAR ,PAR 054 Sports Management,B.000807.2     ,Recreation Specialist II,,13-Apr-16,16-Dec-21,64594.4,291627
PAR ,PAR 054 Sports Management,N.030087.2     ,Parks and Recreation Lead Aide,,28-Sep-23,,17,291628
PAR ,PAR 054 Sports Management,B.004479.3     ,Recreation Specialist II,,6-Oct-22,6-Oct-22,49944.18,291629
PAR ,PAR 054 Sports Management,B.004569.3     ,Administrative Technician,,28-Sep-17,13-Sep-18,44872.1,291630
PAR ,PAR 054 Sports Management,B.004382.1     ,Recreation Specialist I,,4-Jan-24,4-Jan-24,43143.62,291631
PAR ,PAR 054 Sports Management,B.000599.1     ,Parks and Recreation Supervisor,,1-Feb-87,1-Apr-13,89615.76,291632
PAR ,PAR 054 Sports Management,N.030620.1     ,Recreation Specialist I,,18-Feb-21,,22.26326,291633
PAR ,PAR 054 Sports Management,B.003627.1     ,Recreation Specialist II,,14-Apr-22,7-Mar-24,51775.62,291634
PAR ,PAR 054 Sports Management,N.030087.2     ,Parks and Recreation Lead Aide,,6-Jun-24,,17,291635
PAR ,PAR 054 Sports Management,B.002209.1     ,Parks and Recreation Coordinator,,21-Jan-97,19-Jul-18,93925.26,291636
PAR ,PAR 054 Sports Management,B.006382.1     ,Parks and Recreation Supervisor,,16-Jun-13,27-Sep-18,79016.08,291637
PAR ,PAR 054 Sports Management,N.030620.1     ,Recreation Specialist I,,14-Dec-23,,20.74216,291638
PAR ,PAR 054 Sports Management,N.030620.1     ,Recreation Specialist I,,29-Dec-22,,20.74216,291639
PAR ,PAR 054 Sports Management,N.030087.2     ,Parks and Recreation Lead Aide,,28-Sep-23,,17,291640
PAR ,PAR 054 Sports Management,B.004788.4     ,Recreation Specialist I,,24-Aug-18,2-May-24,43143.62,291641
PAR ,PAR 054 Sports Management,N.030087.2     ,Parks and Recreation Lead Aide,,19-Jan-82,,17,291642
PAR ,PAR 054 Sports Management,N.030620.1     ,Recreation Specialist I,,18-Nov-91,,22.26326,291643
PAR ,PAR 054 Sports Management,N.030087.2     ,Parks and Recreation Lead Aide,,1-Jan-12,,17.85,291644
PAR ,PAR 054 Sports Management,N.030620.1     ,Recreation Specialist I,,23-Jun-22,,20.74216,291645
PAR ,PAR 070 CRC - Kempsville,N.090158,Recreation Class Instructor,,4-Feb-22,,15.75,291646
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,26-Jan-23,,18.74,291647
PAR ,PAR 070 CRC - Kempsville,B.004897.4     ,Parks and Recreation Supervisor,,16-Mar-08,16-Mar-08,85375.94,291648
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,10-Aug-23,,16,291649
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,1-Jul-24,,18.59,291650
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,4-Jan-08,,15.75,291651
PAR ,PAR 070 CRC - Kempsville,B.004798.6     ,Recreation Specialist I,,13-Apr-15,10-Feb-22,46307.56,291652
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,23-Jun-17,,18.74,291653
PAR ,PAR 070 CRC - Kempsville,N.090148.1     ,Clerk Cashier,,22-Dec-22,,15.82207,291654
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,1-Jul-24,,15.08,291655
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,19-Jan-23,,18.74,291656
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,5-Oct-17,,19.43,291657
PAR ,PAR 070 CRC - Kempsville,B.007171.1     ,Recreation Specialist I,,23-Oct-15,25-Aug-22,51053.6,291658
PAR ,PAR 070 CRC - Kempsville,B.007156,Recreation Specialist II,,23-Jun-00,3-Aug-17,68257.02,291659
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,8-Jul-22,,19.43,291660
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,9-Nov-23,,15,291661
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,20-Apr-23,,16.75,291662
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,8-Feb-24,,16,291663
PAR ,PAR 070 CRC - Kempsville,B.007172,Recreation Specialist I,,11-Aug-06,4-Jan-18,49471.5,291664
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,22-Jul-21,,16.75,291665
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,27-May-21,,18.74,291666
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,27-May-21,,15.75,291667
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,14-Jul-19,,19.43,291668
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,27-Jun-17,,19.43,291669
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,20-Sep-18,,16.75,291670
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,8-Jun-17,,19.43,291671
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,24-Aug-23,,16,291672
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,4-Jun-19,,15.75,291673
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,16-Aug-18,,15.75,291674
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,6-Aug-21,,18.74,291675
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,7-Sep-14,7-Sep-14,19.43,291676
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,25-Sep-06,,18.5,291677
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,29-Jul-22,,16.75,291678
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,14-Oct-21,,19.43,291679
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,29-Apr-21,,16.75,291680
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,3-Aug-23,,15,291681
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,15-Sep-22,,18.74,291682
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,27-Sep-16,,15.75,291683
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,7-May-19,,19.43,291684
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,15-Sep-22,,18.74,291685
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,4-Jan-24,,17.85,291686
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,25-Mar-22,,16.75,291687
PAR ,PAR 070 CRC - Kempsville,N.030741,Parks and Recreation Lead Aide,,22-Oct-14,,17.85,291688
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,6-Jun-17,,16.75,291689
PAR ,PAR 070 CRC - Kempsville,B.007148,Clerk Cashier,,10-Nov-22,10-Nov-22,32910.02,291690
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,16-Aug-19,,15.75,291691
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,1-Jan-11,,15.75,291692
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,8-Jun-17,,18.74,291693
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,22-Apr-22,,15.75,291694
PAR ,PAR 070 CRC - Kempsville,N.090148.1     ,Clerk Cashier,,19-Mar-19,,15.82207,291695
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,30-Mar-23,,16.75,291696
PAR ,PAR 070 CRC - Kempsville,B.004473.5     ,Recreation Specialist I,,16-Jun-83,16-Oct-92,66872.78,291697
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,17-Nov-22,,16.75,291698
PAR ,PAR 070 CRC - Kempsville,N.030741,Parks and Recreation Lead Aide,,22-Jul-21,,17.85,291699
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,9-Oct-18,9-Oct-18,18.74,291700
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,1-May-11,,18.74,291701
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,25-Jan-22,,19.43,291702
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,5-Oct-20,22-Feb-24,16.75,291703
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,2-Jun-22,,16.75,291704
PAR ,PAR 070 CRC - Kempsville,N.090148.1     ,Clerk Cashier,,3-Feb-75,,15.82207,291705
PAR ,PAR 070 CRC - Kempsville,B.007147,Clerk Cashier,,7-Aug-17,2-Jun-22,32910.02,291706
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,21-Jul-22,,15.75,291707
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,6-Jun-22,,18.74,291708
PAR ,PAR 070 CRC - Kempsville,B.004805.4     ,Recreation Specialist I,,8-Jun-00,16-Feb-12,52635.44,291709
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,1-Jul-17,,18.74,291710
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,22-Apr-22,,16.75,291711
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,10-Apr-18,,15.75,291712
PAR ,PAR 070 CRC - Kempsville,B.004873.5     ,Recreation Specialist II,,4-May-06,31-Aug-17,68257.02,291713
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,6-Jul-23,,16,291714
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,9-Jun-22,,16.75,291715
PAR ,PAR 070 CRC - Kempsville,B.004760.5     ,Recreation Specialist I,,24-Feb-22,24-Feb-22,46307.56,291716
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,2-Dec-21,,16.75,291717
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,2-Dec-21,,16.75,291718
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,8-Jan-18,,15.75,291719
PAR ,PAR 070 CRC - Kempsville,N.030741,Parks and Recreation Lead Aide,,23-Jun-22,,17.85,291720
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,4-Dec-18,,19.43,291721
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,8-Feb-22,,15.75,291722
PAR ,PAR 070 CRC - Kempsville,P.050128.3     ,Clerk Cashier,,4-May-23,,15.82207,291723
PAR ,PAR 070 CRC - Kempsville,B.002824.5     ,Recreation Specialist II,,13-Feb-95,16-Sep-06,71919.64,291724
PAR ,PAR 070 CRC - Kempsville,B.007146,Account Clerk II,,11-Oct-18,22-Feb-24,35494.42,291725
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,11-Apr-24,,16,291726
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,1-Jul-24,,16.33,291727
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,12-Sep-17,,16.75,291728
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,6-Aug-21,,18.74,291729
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,16-Feb-18,,15.75,291730
PAR ,PAR 070 CRC - Kempsville,B.007152,Parks and Recreation Supervisor,,1-Sep-08,25-Aug-22,76896.3,291731
PAR ,PAR 070 CRC - Kempsville,B.007153,Parks and Recreation Supervisor,,1-Sep-01,16-Jan-14,79016.08,291732
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,20-Jun-23,,16.75,291733
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,15-May-19,,16.75,291734
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,20-Oct-22,,16.75,291735
PAR ,PAR 070 CRC - Kempsville,N.090169,Fitness Instructor,,27-Oct-22,,19.43,291736
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,14-Mar-24,,16,291737
PAR ,PAR 070 CRC - Kempsville,B.007166,Recreation Specialist I,,9-Nov-98,1-Sep-06,55799.12,291738
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,2-Mar-23,,18.74,291739
PAR ,PAR 070 CRC - Kempsville,N.030741,Parks and Recreation Lead Aide,,19-May-22,,17.85,291740
PAR ,PAR 070 CRC - Kempsville,N.090148.1     ,Clerk Cashier,,12-Jun-19,,15.82207,291741
PAR ,PAR 070 CRC - Kempsville,B.005246.3     ,Recreation Specialist I,,3-Mar-22,3-Mar-22,46307.56,291742
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,20-Jun-23,,15.75,291743
PAR ,PAR 070 CRC - Kempsville,N.090140,Recreation Specialist I,,7-Jun-14,,20.74216,291744
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,15-Jun-23,,16.75,291745
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,27-Jun-08,27-Jun-08,18.74,291746
PAR ,PAR 070 CRC - Kempsville,N.090148.1     ,Clerk Cashier,,9-Feb-23,,15.82207,291747
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,17-Oct-22,,16.75,291748
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,15-Jun-17,,18.74,291749
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,27-Mar-23,,16.75,291750
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,4-Mar-22,,18.74,291751
PAR ,PAR 070 CRC - Kempsville,N.090171,Parks and Recreation Aide,,11-Dec-18,,15.75,291752
PAR ,PAR 070 CRC - Kempsville,N.090153,Lifeguard,,6-Oct-22,,16.75,291753
PAR ,PAR 070 CRC - Kempsville,N.030535,Personal Trainer,,14-Oct-21,,23.92,291754
PAR ,PAR 070 CRC - Kempsville,N.090162,Aquatics Instructor,,15-Jun-23,,18.74,291755
PAR ,PAR 070 CRC - Kempsville,B.007151,Office Supervisor,,7-Mar-15,20-Apr-23,51945.14,291756
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,28-Mar-22,,15.75,291757
PAR ,PAR 071 CRC - Bow Creek,N.030470,Aquatics Instructor,,9-May-19,,17.85,291758
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,12-Jun-17,,19.43,291759
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,13-May-22,,15.75,291760
PAR ,PAR 071 CRC - Bow Creek,B.004786.4     ,Recreation Specialist II,,4-Oct-02,9-Sep-21,64594.4,291761
PAR ,PAR 071 CRC - Bow Creek,N.030742,Parks and Recreation Lead Aide,,5-May-17,,17.85,291762
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,9-Mar-17,,15.75,291763
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,9-Jun-22,,15.75,291764
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,25-May-23,,16.75,291765
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,9-Jun-07,9-Jun-07,15.75,291766
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,14-May-21,,16.75,291767
PAR ,PAR 071 CRC - Bow Creek,N.030536,Personal Trainer,,3-Aug-23,,22.78,291768
PAR ,PAR 071 CRC - Bow Creek,B.004787.5     ,Recreation Specialist I,,6-Jan-22,6-Jan-22,46307.56,291769
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,9-Jun-22,,15.75,291770
PAR ,PAR 071 CRC - Bow Creek,B.001072.3     ,Parks and Recreation Coordinator,,16-Apr-92,30-Mar-17,101287.42,291771
PAR ,PAR 071 CRC - Bow Creek,B.004980.3     ,Clerk Cashier,,14-Dec-23,14-Dec-23,31785.78,291772
PAR ,PAR 071 CRC - Bow Creek,N.030470,Aquatics Instructor,,19-Sep-22,,17.85,291773
PAR ,PAR 071 CRC - Bow Creek,B.004845.4     ,Parks and Recreation Supervisor,,16-Jun-05,16-Nov-13,79016.08,291774
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,7-Aug-14,7-Aug-14,19.43,291775
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,23-May-22,,16.75,291776
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,24-Feb-95,,15.75,291777
PAR ,PAR 071 CRC - Bow Creek,B.007169.2     ,Recreation Specialist I,,4-May-17,17-Feb-22,46307.56,291778
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,21-Jan-21,,16.75,291779
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,22-Dec-22,,15.75,291780
PAR ,PAR 071 CRC - Bow Creek,B.000948.3     ,Recreation Specialist II,,7-Oct-16,4-Jan-24,49944.18,291781
PAR ,PAR 071 CRC - Bow Creek,B.001702.6     ,Recreation Specialist II,,22-Oct-14,22-Oct-14,68257.02,291782
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,9-Mar-23,,16.75,291783
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,21-Jan-22,,16.75,291784
PAR ,PAR 071 CRC - Bow Creek,B.000054.3     ,Office Supervisor,,12-May-08,1-Nov-09,60250.32,291785
PAR ,PAR 071 CRC - Bow Creek,N.030470,Aquatics Instructor,,5-May-22,,17.85,291786
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,16-Nov-20,,16.75,291787
PAR ,PAR 071 CRC - Bow Creek,B.003110.3     ,Account Clerk II,,12-May-22,19-Oct-23,36795.98,291788
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,8-Feb-24,,16,291789
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,16-Oct-18,,19.43,291790
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,9-May-24,,18.5,291791
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,12-Oct-23,,15,291792
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,5-Apr-22,,19.43,291793
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,7-Oct-94,1-Sep-95,15.75,291794
PAR ,PAR 071 CRC - Bow Creek,N.030490.1     ,Clerk Cashier,,15-Jun-23,,15.82207,291795
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,1-Feb-14,1-Feb-14,19.43,291796
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,24-Aug-23,,16,291797
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,6-Apr-23,,16.75,291798
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,9-Feb-23,,16.75,291799
PAR ,PAR 071 CRC - Bow Creek,N.030605,Parks and Recreation Aide,,11-Apr-24,,15,291800
PAR ,PAR 071 CRC - Bow Creek,N.030480,Lifeguard,,19-Dec-16,,16.75,291801
PAR ,PAR 071 CRC - Bow Creek,B.003905.3     ,Parks and Recreation Supervisor,,1-Jul-97,7-Apr-22,74776.26,291802
PAR ,PAR 071 CRC - Bow Creek,N.030470,Aquatics Instructor,,13-Jan-22,,18.74,291803
PAR ,PAR 071 CRC - Bow Creek,P.050210.1     ,Clerk Cashier,,10-Mar-22,,15.82207,291804
PAR ,PAR 071 CRC - Bow Creek,N.030511,Fitness Instructor,,3-Jul-17,,19.43,291805
PAR ,PAR 071 CRC - Bow Creek,N.030742,Parks and Recreation Lead Aide,,1-Oct-12,,17,291806
